"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"identifiant";"Source";"langue";"Relation";"couverture";"droits";"Nom du fichier";"url"
"Adiantum capillus (Pteridaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Pteridaceae_Adiantum_capillus_CLF120040";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Pteridaceae_Adiantum_capillus_CLF120040.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Pteridaceae_Adiantum_capillus_CLF120040.jpg"
"Allosorus crispus (Polypodiaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Polypodiaceae_Allosorus_crispus_CLF120047";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Polypodiaceae_Allosorus_crispus_CLF120047.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Polypodiaceae_Allosorus_crispus_CLF120047.jpg"
"Asplenium aculeatum (Aspleniaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Aspleniaceae_Asplenium_aculeatum_CLF120078";"Bibliothèque Université Clermont auvergne";"fre";;"Alluy, bas du versant près du canal";"Domaine public";"Aspleniaceae_Asplenium_aculeatum_CLF120078.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aspleniaceae_Asplenium_aculeatum_CLF120078.jpg"
"Asplenium adiante-nigrum (Aspleniaceae)";"Jean-Baptiste";;;;"Herbiers universitaires de Clermont-Ferrand";1930;"still image";"image/jpeg";"Aspleniaceae_Asplenium_adiante-nigrum_CLF120109";"Bibliothèque Université Clermont auvergne";"fre";;"Ternant, puits";"Domaine public";"Aspleniaceae_Asplenium_adiante-nigrum_CLF120109.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aspleniaceae_Asplenium_adiante-nigrum_CLF120109.jpg"
"Asplenium adiante-nigrum (Aspleniaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Aspleniaceae_Asplenium_adiante-nigrum_CLF120110";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Aspleniaceae_Asplenium_adiante-nigrum_CLF120110.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aspleniaceae_Asplenium_adiante-nigrum_CLF120110.jpg"
"Asplenium viride (Aspleniaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Aspleniaceae_Asplenium_viride_CLF120108";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Aspleniaceae_Asplenium_viride_CLF120108.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aspleniaceae_Asplenium_viride_CLF120108.jpg"
"Asplenium lanceolatum (Aspleniaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Aspleniaceae_Asplenium_lanceolatum_CLF120111";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Aspleniaceae_Asplenium_lanceolatum_CLF120111.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aspleniaceae_Asplenium_lanceolatum_CLF120111.jpg"
"Asplenium fontanum (Aspleniaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Aspleniaceae_Asplenium_fontanum_CLF120112";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Aspleniaceae_Asplenium_fontanum_CLF120112.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aspleniaceae_Asplenium_fontanum_CLF120112.jpg"
"Asplenium marinum (Aspleniaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Aspleniaceae_Asplenium_marinum_CLF120113";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Aspleniaceae_Asplenium_marinum_CLF120113.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aspleniaceae_Asplenium_marinum_CLF120113.jpg"
"Asplenium septentrionale (Aspleniaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Aspleniaceae_Asplenium_septentrionale_CLF120117";"Bibliothèque Université Clermont auvergne";"fre";;"Alluy, bas du versant près du canal";"Domaine public";"Aspleniaceae_Asplenium_septentrionale_CLF120117.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aspleniaceae_Asplenium_septentrionale_CLF120117.jpg"
"Athyrium distentifolium (Woodsiaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Woodsiaceae_Athyrium_distentifolium_CLF120118";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Woodsiaceae_Athyrium_distentifolium_CLF120118.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Woodsiaceae_Athyrium_distentifolium_CLF120118.jpg"
"Athyrium felix femina (Woodsiaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Woodsiaceae_Athyrium_felix_femina_CLF120119";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Woodsiaceae_Athyrium_felix_femina_CLF120119.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Woodsiaceae_Athyrium_felix_femina_CLF120119.jpg"
"Azolla filiculoides (Azollaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Azollaceae_Azolla_filiculoides_CLF120067";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Azollaceae_Azolla_filiculoides_CLF120067.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Azollaceae_Azolla_filiculoides_CLF120067.jpg"
"Blechnum spicant (Blechnaceae)";"Jean-Baptiste";;;;"Herbiers universitaires de Clermont-Ferrand";1930;"still image";"image/jpeg";"Blechnaceae_Blechnum_spicant_CLF120051";"Bibliothèque Université Clermont auvergne";"fre";;"Ternant";"Domaine public";"Blechnaceae_Blechnum_spicant_CLF120051.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Blechnaceae_Blechnum_spicant_CLF120051.jpg"
"Blechnum spicant (Blechnaceae)";"Jean-Baptiste";;;;"Herbiers universitaires de Clermont-Ferrand";1930;"still image";"image/jpeg";"Blechnaceae_Blechnum_spicant_CLF120052";"Bibliothèque Université Clermont auvergne";"fre";;"Ternant";"Domaine public";"Blechnaceae_Blechnum_spicant_CLF120052.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Blechnaceae_Blechnum_spicant_CLF120052.jpg"
"Botrychuim lunaria (Ophioglossaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Ophioglossaceae_Botrychuim_lunaria_CLF120062";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Ophioglossaceae_Botrychuim_lunaria_CLF120062.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Ophioglossaceae_Botrychuim_lunaria_CLF120062.jpg"
"Ceterach officinarum (Aspleniaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Aspleniaceae_Ceterach_officinarum_CLF120105";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Aspleniaceae_Ceterach_officinarum_CLF120105.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aspleniaceae_Ceterach_officinarum_CLF120105.jpg"
"Cystopteris fragilis (Woodsiaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Woodsiaceae_Cystopteris_fragilis_CLF120115";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Woodsiaceae_Cystopteris_fragilis_CLF120115.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Woodsiaceae_Cystopteris_fragilis_CLF120115.jpg"
"Dryopteris carthusiana (Dryopteridaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1998;"still image";"image/jpeg";"Dryopteridaceae_Dryopteris_carthusiana_CLF120088";"Bibliothèque Université Clermont auvergne";"fre";;"Fourchambault";"Domaine public";"Dryopteridaceae_Dryopteris_carthusiana_CLF120088.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Dryopteridaceae_Dryopteris_carthusiana_CLF120088.jpg"
"Dryopteris carthusiana (Dryopteridaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1998;"still image";"image/jpeg";"Dryopteridaceae_Dryopteris_carthusiana_CLF120089";"Bibliothèque Université Clermont auvergne";"fre";;"Fourchambault";"Domaine public";"Dryopteridaceae_Dryopteris_carthusiana_CLF120089.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Dryopteridaceae_Dryopteris_carthusiana_CLF120089.jpg"
"Dryopteris sieboldii (Dryopteridaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Dryopteridaceae_Dryopteris_sieboldii_CLF120084";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Dryopteridaceae_Dryopteris_sieboldii_CLF120084.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Dryopteridaceae_Dryopteris_sieboldii_CLF120084.jpg"
"Dryopteris robertiana (Dryopteridaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Dryopteridaceae_Dryopteris_robertiana_CLF120043";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Dryopteridaceae_Dryopteris_robertiana_CLF120043.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Dryopteridaceae_Dryopteris_robertiana_CLF120043.jpg"
"Dryopteris dilatata (Dryopteridaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1998;"still image";"image/jpeg";"Dryopteridaceae_Dryopteris_dilatata_CLF120085";"Bibliothèque Université Clermont auvergne";"fre";;"Saint-Franchy";"Domaine public";"Dryopteridaceae_Dryopteris_dilatata_CLF120085.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Dryopteridaceae_Dryopteris_dilatata_CLF120085.jpg"
"Dryopteris filix-mas (Dryopteridaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1998;"still image";"image/jpeg";"Dryopteridaceae_Dryopteris_filix-mas_CLF120091";"Bibliothèque Université Clermont auvergne";"fre";;"Montreuillon, Mont Chérot";"Domaine public";"Dryopteridaceae_Dryopteris_filix-mas_CLF120091.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Dryopteridaceae_Dryopteris_filix-mas_CLF120091.jpg"
"Equisetum limosum (Equisetaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Equisetaceae_Equisetum_limosum_CLF120036";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Equisetaceae_Equisetum_limosum_CLF120036.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_limosum_CLF120036.jpg"
"Equisetum hyemale (Equisetaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Equisetaceae_Equisetum_hyemale_CLF120120";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Equisetaceae_Equisetum_hyemale_CLF120120.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_hyemale_CLF120120.jpg"
"Equisetum arvense (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1991;"still image";"image/jpeg";"Equisetaceae_Equisetum_arvense_CLF120035";"Bibliothèque Université Clermont auvergne";"fre";;"Sauvigny-les Bois, route d'Imphy";"Domaine public";"Equisetaceae_Equisetum_arvense_CLF120035.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_arvense_CLF120035.jpg"
"Equisetum arvense (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1991;"still image";"image/jpeg";"Equisetaceae_Equisetum_arvense_CLF120034";"Bibliothèque Université Clermont auvergne";"fre";;"Sauvigny-les Bois, route d'Imphy";"Domaine public";"Equisetaceae_Equisetum_arvense_CLF120034.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_arvense_CLF120034.jpg"
"Equisetum ramosissimum (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1992;"still image";"image/jpeg";"Equisetaceae_Equisetum_ramosissimum_CLF120022";"Bibliothèque Université Clermont auvergne";"fre";;"Imphy, Grand Vernay, voie ferrée";"Domaine public";"Equisetaceae_Equisetum_ramosissimum_CLF120022.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_ramosissimum_CLF120022.jpg"
"Equisetum ramosissimum (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1992;"still image";"image/jpeg";"Equisetaceae_Equisetum_ramosissimum_CLF120024";"Bibliothèque Université Clermont auvergne";"fre";;"Imphy, Grand Vernay, voie ferrée";"Domaine public";"Equisetaceae_Equisetum_ramosissimum_CLF120024.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_ramosissimum_CLF120024.jpg"
"Equisetum ramosissimum (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1992;"still image";"image/jpeg";"Equisetaceae_Equisetum_ramosissimum_CLF120025";"Bibliothèque Université Clermont auvergne";"fre";;"Imphy, Grand Vernay, voie ferrée";"Domaine public";"Equisetaceae_Equisetum_ramosissimum_CLF120025.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_ramosissimum_CLF120025.jpg"
"Equisetum ramosissimum (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1992;"still image";"image/jpeg";"Equisetaceae_Equisetum_ramosissimum_CLF120026";"Bibliothèque Université Clermont auvergne";"fre";;"Imphy, Grand Vernay, voie ferrée";"Domaine public";"Equisetaceae_Equisetum_ramosissimum_CLF120026.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_ramosissimum_CLF120026.jpg"
"Equisetum ramosissimum (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1992;"still image";"image/jpeg";"Equisetaceae_Equisetum_ramosissimum_CLF120027";"Bibliothèque Université Clermont auvergne";"fre";;"Imphy, Grand Vernay, voie ferrée";"Domaine public";"Equisetaceae_Equisetum_ramosissimum_CLF120027.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_ramosissimum_CLF120027.jpg"
"Equisetum x litorale (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Equisetaceae_Equisetum_x_litorale_CLF120016";"Bibliothèque Université Clermont auvergne";"fre";;"Larochemillay, bord de la Roche";"Domaine public";"Equisetaceae_Equisetum_x_litorale_CLF120016.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_x_litorale_CLF120016.jpg"
"Equisetum x litorale (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Equisetaceae_Equisetum_x_litorale_CLF120032";"Bibliothèque Université Clermont auvergne";"fre";;"Larochemillay, bord de la Roche";"Domaine public";"Equisetaceae_Equisetum_x_litorale_CLF120032.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_x_litorale_CLF120032.jpg"
"Equisetum x moovei (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Equisetaceae_Equisetum_x_moovei_CLF120019";"Bibliothèque Université Clermont auvergne";"fre";;"Larochemillay, bord de la Roche";"Domaine public";"Equisetaceae_Equisetum_x_moovei_CLF120019.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_x_moovei_CLF120019.jpg"
"Equisetum x moovei (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Equisetaceae_Equisetum_x_moovei_CLF120018";"Bibliothèque Université Clermont auvergne";"fre";;"Larochemillay, bord de la Roche";"Domaine public";"Equisetaceae_Equisetum_x_moovei_CLF120018.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_x_moovei_CLF120018.jpg"
"Equisetum palustre (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Equisetaceae_Equisetum_palustre_CLF120030";"Bibliothèque Université Clermont auvergne";"fre";;"Larochemillay, bord de la Roche";"Domaine public";"Equisetaceae_Equisetum_palustre_CLF120030.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_palustre_CLF120030.jpg"
"Equisetum palustre (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Equisetaceae_Equisetum_palustre_CLF120037";"Bibliothèque Université Clermont auvergne";"fre";;"Larochemillay, bord de la Roche";"Domaine public";"Equisetaceae_Equisetum_palustre_CLF120037.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_palustre_CLF120037.jpg"
"Equisetum palustre (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Equisetaceae_Equisetum_palustre_CLF120038";"Bibliothèque Université Clermont auvergne";"fre";;"Larochemillay, bord de la Roche";"Domaine public";"Equisetaceae_Equisetum_palustre_CLF120038.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_palustre_CLF120038.jpg"
"Equisetum sylvaticum (Equisetaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Equisetaceae_Equisetum_sylvaticum_CLF120033";"Bibliothèque Université Clermont auvergne";"fre";;"Larochemillay, bord de la Roche";"Domaine public";"Equisetaceae_Equisetum_sylvaticum_CLF120033.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Equisetaceae_Equisetum_sylvaticum_CLF120033.jpg"
"Gymnocarpium robertanianum (Cystopteridaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Cystopteridaceae_Gymnocarpium_robertanianum_CLF120042";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Cystopteridaceae_Gymnocarpium_robertanianum_CLF120042.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cystopteridaceae_Gymnocarpium_robertanianum_CLF120042.jpg"
"Gymnocarpium robertanianum (Cystopteridaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Cystopteridaceae_Gymnocarpium_robertanianum_CLF120045";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Cystopteridaceae_Gymnocarpium_robertanianum_CLF120045.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cystopteridaceae_Gymnocarpium_robertanianum_CLF120045.jpg"
"Grammitis leptophylla (Cystopteridaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Cystopteridaceae_Grammitis_leptophylla_CLF120048";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Cystopteridaceae_Grammitis_leptophylla_CLF120048.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cystopteridaceae_Grammitis_leptophylla_CLF120048.jpg"
"Huperzia selago (Lycopodiaceae)";"Barbezat";;;;"Herbiers universitaires de Clermont-Ferrand";1940;"still image";"image/jpeg";"Lycopodiaceae_Huperzia_selago_CLF120000";"Bibliothèque Université Clermont auvergne";"fre";;"les Estables";"Domaine public";"Lycopodiaceae_Huperzia_selago_CLF120000.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lycopodiaceae_Huperzia_selago_CLF120000.jpg"
"Huperzia selago (Lycopodiaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1966;"still image";"image/jpeg";"Lycopodiaceae_Huperzia_selago_CLF120002";"Bibliothèque Université Clermont auvergne";"fre";;"Superbesse, Puy Ferrand";"Domaine public";"Lycopodiaceae_Huperzia_selago_CLF120002.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lycopodiaceae_Huperzia_selago_CLF120002.jpg"
"Hymenophyllum tunbridgense (Hymenophyllaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Hymenophyllaceae_Hymenophyllum_tunbridgense_CLF120046";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Hymenophyllaceae_Hymenophyllum_tunbridgense_CLF120046.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Hymenophyllaceae_Hymenophyllum_tunbridgense_CLF120046.jpg"
"Isoetes lacustris (Isoetaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Isoetaceae_Isoetes_lacustris_CLF120012";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Isoetaceae_Isoetes_lacustris_CLF120012.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Isoetaceae_Isoetes_lacustris_CLF120012.jpg"
"Isoetes setacea (Isoetaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Isoetaceae_Isoetes_setacea_CLF120011";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Isoetaceae_Isoetes_setacea_CLF120011.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Isoetaceae_Isoetes_setacea_CLF120011.jpg"
"Isoetes histrix (Isoetaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Isoetaceae_Isoetes_histrix_CLF120014";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Isoetaceae_Isoetes_histrix_CLF120014.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Isoetaceae_Isoetes_histrix_CLF120014.jpg"
"Isoetes variabilis (Isoetaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Isoetaceae_Isoetes_variabilis_CLF120013";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Isoetaceae_Isoetes_variabilis_CLF120013.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Isoetaceae_Isoetes_variabilis_CLF120013.jpg"
"Lycopodium annotinum (Lycopodiaceae)";"Boivin";;;;"Herbiers universitaires de Clermont-Ferrand";1947;"still image";"image/jpeg";"Lycopodiaceae_Lycopodium_annotinum_CLF120003";"Bibliothèque Université Clermont auvergne";"fre";;"col d'Isère";"Domaine public";"Lycopodiaceae_Lycopodium_annotinum_CLF120003.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lycopodiaceae_Lycopodium_annotinum_CLF120003.jpg"
"Lycopodium clavatum (Lycopodiaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Lycopodiaceae_Lycopodium_clavatum_CLF120004";"Bibliothèque Université Clermont auvergne";"fre";;"Arleuf";"Domaine public";"Lycopodiaceae_Lycopodium_clavatum_CLF120004.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lycopodiaceae_Lycopodium_clavatum_CLF120004.jpg"
"Lycopodium clavatum (Lycopodiaceae)";"Jean-Baptiste";;;;"Herbiers universitaires de Clermont-Ferrand";1931;"still image";"image/jpeg";"Lycopodiaceae_Lycopodium_clavatum_CLF120005";"Bibliothèque Université Clermont auvergne";"fre";;"Planchez en Morvan";"Domaine public";"Lycopodiaceae_Lycopodium_clavatum_CLF120005.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lycopodiaceae_Lycopodium_clavatum_CLF120005.jpg"
"Lycopodium alpinum (Lycopodiaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Lycopodiaceae_Lycopodium_alpinum_CLF120006";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Lycopodiaceae_Lycopodium_alpinum_CLF120006.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lycopodiaceae_Lycopodium_alpinum_CLF120006.jpg"
"Lycopodium alpinum (Lycopodiaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Lycopodiaceae_Lycopodium_alpinum_CLF120007";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Lycopodiaceae_Lycopodium_alpinum_CLF120007.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Lycopodiaceae_Lycopodium_alpinum_CLF120007.jpg"
"Oreopteris limbosperma (Thelyperidaceae)";"Felzines";;;;"Herbiers universitaires de Clermont-Ferrand";1996;"still image";"image/jpeg";"Thelyperidaceae_Oreopteris_limbosperma_CLF120102";"Bibliothèque Université Clermont auvergne";"fre";;"Urzy, maison forestière";"Domaine public";"Thelyperidaceae_Oreopteris_limbosperma_CLF120102.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Thelyperidaceae_Oreopteris_limbosperma_CLF120102.jpg"
"Oreopteris limbosperma (Thelyperidaceae)";0;;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Thelyperidaceae_Oreopteris_limbosperma_CLF120103";"Bibliothèque Université Clermont auvergne";"fre";;0;"Domaine public";"Thelyperidaceae_Oreopteris_limbosperma_CLF120103.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Thelyperidaceae_Oreopteris_limbosperma_CLF120103.jpg"
"Osmunda regalis (Osmundaceae)";"Barbessol";;;;"Herbiers universitaires de Clermont-Ferrand";1929;"still image";"image/jpeg";"Osmundaceae_Osmunda_regalis_CLF120063";"Bibliothèque Université Clermont auvergne";"fre";;"Treigny";"Domaine public";"Osmundaceae_Osmunda_regalis_CLF120063.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Osmundaceae_Osmunda_regalis_CLF120063.jpg"
"Osmunda regalis (Osmundaceae)";"Barbessol";;;;"Herbiers universitaires de Clermont-Ferrand";1929;"still image";"image/jpeg";"Osmundaceae_Osmunda_regalis_CLF120064";"Bibliothèque Université Clermont auvergne";"fre";;"Treigny";"Domaine public";"Osmundaceae_Osmunda_regalis_CLF120064.jpg";"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Osmundaceae_Osmunda_regalis_CLF120064.jpg"
