"IDENTIFIANT";"TITRE";"CREATEUR1";"CREATEUR2";"CREATEUR3";"EDITEUR1";"EDITEUR2";"EDITEUR3";"DATE";"FORMAT";"FORMAT2";"FORMAT3";"DESCRIPTION";"DESCRIPTION2";"DESCRIPTION3";"TYPE";"LANGUE";"DROITS";"SOURCE";"URL"
"BCU_Contractae_ex_veteribus_medicinae_tetrabiblos";"Contractae ex veteribus medicinae tetrabiblos, hoc est, quaternio, sive libri universales quatuor, singuli quatuor sermones complectentes, ut sint in summa quatuor sermonum quaterniones, id est, sermones sedecim, per Janum Cornarium Medicum Physicum latine conscripti. Acceβerunt in duos priores libros (quos de simplicibus scripsit) scholia, rei medicae studiosis plurimu[m] profutura, per Hugonem Solerium Sanionensem, Medicum, nunc primum in lucem edita ";"Aetius d'Amide (0502-0575) ";"Solerius, Hugo ";"Paul d'Egine (0625-0690) ";"Beringen, Godefroy (15..-15.. ; imprimeur-libraire) ";"Beringen, Marcellin (15..-1556?) ";"(Lyon)";1549;"[1-1bl.-5-1bl.-27-1bl.] p., 1030 col., p.1031-1032, [19] p. ";"In-folio";"application/pdf";"Sig. *4 Aa-Bb4 Cc6 a-z6 A-X6 Y4";"Epîtres dédicatoires de Janus Cornarius datée de Francfort le 1er novembre 1641 et de Hugo Solerius à Henri II datée de Lyon le 1er mai 1549 ; errata, tables des matières, index. Mention ""Sine fraude"" sur la dernière page imprimée. Texte sur 2 colonnes par page. Index sur 3 colonnes par page. Marque au titre (Silvestre 219) et en fin (Silvestre 534) , lettrines.";"Reliure cuir, filets dorés en encadrement des plats, dos à 6 nerfs avec fleurons dorés entre les nerfs. Etiquette portant le n° 79 en haut à gauche de la couverture, étiquette portant la mention ""3 A 10"" au bas du dos et étiquette portant la cote 346.005 en haut du dos. Cote 346.005 inscrite au crayon en bas à droite de la page de titre. Estampille rouge Réserve Médecine Clermont-Fd sur la page de titre. Mentions manuscrites biffées sur la page de titre. Ex-dono imprimé sur une étiquette de la bibliothèque de l'école de médecine de Clermont-Fd collée au contreplat : donné par Mr Lavort. Ex-libris manuscrit sur la page de titre : Antony Cosmœ De Chantelou ";"text";"fre";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.220.239/files/fichiers_bcu/BCU_Contractae_ex_veteribus_medicinae_tetrabiblos.pdf"
