"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"identifiant";"Source";"langue";"Relation";"couverture";"droits";"Nom du fichier";"url"
"Narcissus   (Amarylidacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Amarylidacees_Narcissus__CLF114782";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Amarylidacees_Narcissus__CLF114782.jpg"
"Pancratium illyricum  (Amarylidacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Amarylidacees_Pancratium_illyricum_CLF114783";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Amarylidacees_Pancratium_illyricum_CLF114783.jpg"
"Pancratium maritimum  (Amarylidacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Amarylidacees_Pancratium_maritimum_CLF114784";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Amarylidacees_Pancratium_maritimum_CLF114784.jpg"
"Sternbergia lutea  (Amarylidacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Amarylidacees_Sternbergia_lutea_CLF114785";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Amarylidacees_Sternbergia_lutea_CLF114785.jpg"
"Cotinus coggygria  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Cotinus_coggygria_CLF114786";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Cotinus_coggygria_CLF114786.jpg"
"Cotinus coggygria  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Cotinus_coggygria_CLF114787";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Cotinus_coggygria_CLF114787.jpg"
"Pistacia atlantica  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Pistacia_atlantica_CLF114788";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Pistacia_atlantica_CLF114788.jpg"
"Pistacia lentiscus  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Pistacia_lentiscus_CLF114789";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Pistacia_lentiscus_CLF114789.jpg"
"Pistacia terebinthus  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Pistacia_terebinthus_CLF114790";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Pistacia_terebinthus_CLF114790.jpg"
"Pistacia terebinthus  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Pistacia_terebinthus_CLF114791";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Pistacia_terebinthus_CLF114791.jpg"
"Pistacia terebinthus  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Pistacia_terebinthus_CLF114792";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Pistacia_terebinthus_CLF114792.jpg"
"Pistacia xsaportae  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Pistacia_xsaportae_CLF114793";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Pistacia_xsaportae_CLF114793.jpg"
"Rhus coriaria  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Rhus_coriaria_CLF114794";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Rhus_coriaria_CLF114794.jpg"
"Rhus pentaphylla  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Rhus_pentaphylla_CLF114795";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Rhus_pentaphylla_CLF114795.jpg"
"Rhus tripartitus  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Rhus_tripartitus_CLF114796";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Rhus_tripartitus_CLF114796.jpg"
"Rhus typhina  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Rhus_typhina_CLF114797";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Rhus_typhina_CLF114797.jpg"
"Schinus molle  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Schinus_molle_CLF114799";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Schinus_molle_CLF114799.jpg"
"Schinus molle  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Schinus_molle_CLF114798";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Schinus_molle_CLF114798.jpg"
"Schinus molle  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Schinus_molle_CLF114800";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Schinus_molle_CLF114800.jpg"
"Zantedeschia aethiopica  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Zantedeschia_aethiopica_CLF114801";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Zantedeschia_aethiopica_CLF114801.jpg"
"Ziziphora hispanica  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Ziziphora_hispanica_CLF114802";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Ziziphora_hispanica_CLF114802.jpg"
"Ziziphora hispanica  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Ziziphora_hispanica_CLF114803";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Ziziphora_hispanica_CLF114803.jpg"
"Ziziphus lotus  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Ziziphus_lotus_CLF114804";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Ziziphus_lotus_CLF114804.jpg"
"Ziziphus jujuba  (Anacardiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Anacardiacees_Ziziphus_jujuba_CLF114805";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Anacardiacees_Ziziphus_jujuba_CLF114805.jpg"
"Ansonia tabernaemontana  (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Ansonia_tabernaemontana_CLF114806";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Ansonia_tabernaemontana_CLF114806.jpg"
"Nerium oleander  (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Nerium_oleander_CLF114807";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Nerium_oleander_CLF114807.jpg"
"Vinca difformis  (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Vinca_difformis_CLF114808";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Vinca_difformis_CLF114808.jpg"
"Vinca difformis  (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Vinca_difformis_CLF114809";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Vinca_difformis_CLF114809.jpg"
"Vinca difformis  (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Vinca_difformis_CLF114810";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Vinca_difformis_CLF114810.jpg"
"Vinca herbacea  (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Vinca_herbacea_CLF114811";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Vinca_herbacea_CLF114811.jpg"
"Vinca major  (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Vinca_major_CLF114812";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Vinca_major_CLF114812.jpg"
"Vinca sardoa  (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Vinca_sardoa_CLF114813";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Vinca_sardoa_CLF114813.jpg"
"Vinca sardoa  (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Vinca_sardoa_CLF114814";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Vinca_sardoa_CLF114814.jpg"
"Vitis   (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Vitis__CLF114815";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Vitis__CLF114815.jpg"
"Vitis   (Apocynacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Apocynacees_Vitis__CLF114816";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Apocynacees_Vitis__CLF114816.jpg"
"Ilex aquifolium  (Aquifoliacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aquifoliacees_Ilex_aquifolium_CLF114817";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aquifoliacees_Ilex_aquifolium_CLF114817.jpg"
"Acorus calamus  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Acorus_calamus_CLF114818";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Acorus_calamus_CLF114818.jpg"
"Arisarum vulgare  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Arisarum_vulgare_CLF114819";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Arisarum_vulgare_CLF114819.jpg"
"Arisarum vulgare  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Arisarum_vulgare_CLF114821";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Arisarum_vulgare_CLF114821.jpg"
"Arisarum vulgare  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Arisarum_vulgare_CLF114820";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Arisarum_vulgare_CLF114820.jpg"
"Arum   (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Arum__CLF114822";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Arum__CLF114822.jpg"
"Arum italicum  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Arum_italicum_CLF114823";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Arum_italicum_CLF114823.jpg"
"Arum italicum  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Arum_italicum_CLF114824";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Arum_italicum_CLF114824.jpg"
"Biarum carratracense  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Biarum_carratracense_CLF114825";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Biarum_carratracense_CLF114825.jpg"
"Calla palusris  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Calla_palusris_CLF114827";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Calla_palusris_CLF114827.jpg"
"Calla palusris  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Calla_palusris_CLF114826";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Calla_palusris_CLF114826.jpg"
"Dracunculus muscivorus  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Dracunculus_muscivorus_CLF114828";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Dracunculus_muscivorus_CLF114828.jpg"
"Dracunculus vulgaris  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Dracunculus_vulgaris_CLF114829";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Dracunculus_vulgaris_CLF114829.jpg"
"Dracunculus vulgaris  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Dracunculus_vulgaris_CLF114830";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Dracunculus_vulgaris_CLF114830.jpg"
"Lysichiton americanus  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Lysichiton_americanus_CLF114831";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Lysichiton_americanus_CLF114831.jpg"
"Lysichiton americanus  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Lysichiton_americanus_CLF114832";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Lysichiton_americanus_CLF114832.jpg"
"Pistia stratiotes  (Aracees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aracees_Pistia_stratiotes_CLF114833";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aracees_Pistia_stratiotes_CLF114833.jpg"
"Aristoloche bianorii  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_bianorii_CLF114834";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_bianorii_CLF114834.jpg"
"Aristoloche boetica  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_boetica_CLF114835";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_boetica_CLF114835.jpg"
"Aristoloche boetica  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_boetica_CLF114836";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_boetica_CLF114836.jpg"
"Aristoloche clematitis  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_clematitis_CLF114837";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_clematitis_CLF114837.jpg"
"Aristoloche clusii  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_clusii_CLF114838";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_clusii_CLF114838.jpg"
"Aristoloche longa  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_longa_CLF114839";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_longa_CLF114839.jpg"
"Aristoloche maurorum  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_maurorum_CLF114840";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_maurorum_CLF114840.jpg"
"Aristoloche pallida  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_pallida_CLF114841";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_pallida_CLF114841.jpg"
"Aristoloche pallida  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_pallida_CLF114842";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_pallida_CLF114842.jpg"
"Aristoloche paucinervis  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_paucinervis_CLF114843";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_paucinervis_CLF114843.jpg"
"Aristoloche pistolochia  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_pistolochia_CLF114844";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_pistolochia_CLF114844.jpg"
"Aristoloche rotunda  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_rotunda_CLF114845";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_rotunda_CLF114845.jpg"
"Aristoloche rotunda  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_rotunda_CLF114846";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_rotunda_CLF114846.jpg"
"Aristoloche rotunda  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_rotunda_CLF114847";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_rotunda_CLF114847.jpg"
"Aristoloche rotunda  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_rotunda_CLF114848";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_rotunda_CLF114848.jpg"
"Aristoloche sempervirens  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_sempervirens_CLF114849";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_sempervirens_CLF114849.jpg"
"Aristoloche sempervirens  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Aristoloche_sempervirens_CLF114850";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Aristoloche_sempervirens_CLF114850.jpg"
"Asarum europaeum  (Aristolochiacees)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Aristolochiacees_Asarum_europaeum_CLF114851";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aristolochiacees_Asarum_europaeum_CLF114851.jpg"
"Arauja sericifera  (Asclépiadacées)";"Chaffin, Christiane";;;;"Herbiers universitaires de Clermont-Ferrand";;"still image";"image/jpeg";"Asclépiadacées_Arauja_sericifera_CLF114852";"Bibliothèque Université Clermont Auvergne";"fre";;;"Domaine public";;"https://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Asclépiadacées_Arauja_sericifera_CLF114852.jpg"
