"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"identifiant";"Source";"langue";"Relation";"couverture";"droits";"Nom du fichier";"url"
"Galium saxatile (Rubiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"17 6 1899|1899";"still image";"image/jpeg";"Galium_saxatile_CLF094572";"Bibliothèque Université Clermont Auvergne";"fre";;"Acy-Romance, Ardennes, France";"Domaine public";"Galium_saxatile_CLF094572.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Galium_saxatile_CLF094572.jpg"
"Asperula cynanchica (Rubiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"12 7 1897|1897";"still image";"image/jpeg";"Asperula_cynanchica_CLF094573";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Asperula_cynanchica_CLF094573.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Asperula_cynanchica_CLF094573.jpg"
"Galium cruciata (Rubiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"23 6 1897|1897";"still image";"image/jpeg";"Galium_cruciata_CLF094574";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Galium_cruciata_CLF094574.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Galium_cruciata_CLF094574.jpg"
"Galium cruciata (Rubiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"23 6 1897|1897";"still image";"image/jpeg";"Galium_cruciata_CLF094574";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Galium_cruciata_CLF094574.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Galium_cruciata_CLF094574.jpg"
"Galium mollugo (Rubiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"16 6 1897|1897";"still image";"image/jpeg";"Galium_mollugo_CLF094575";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Galium_mollugo_CLF094575.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Galium_mollugo_CLF094575.jpg"
"Galium verum (Rubiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"16 6 1897|1897";"still image";"image/jpeg";"Galium_verum_CLF094576";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Galium_verum_CLF094576.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Galium_verum_CLF094576.jpg"
"Erodium cicutarium (Geraniaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 7 1897|1897";"still image";"image/jpeg";"Erodium_cicutarium_CLF094577";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Erodium_cicutarium_CLF094577.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Erodium_cicutarium_CLF094577.jpg"
"Erodium cicutarium (Geraniaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 6 1897|1897";"still image";"image/jpeg";"Erodium_cicutarium_CLF094578";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Erodium_cicutarium_CLF094578.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Erodium_cicutarium_CLF094578.jpg"
"Geranium sanguineum (Geraniaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"  1898|1898";"still image";"image/jpeg";"Geranium_sanguineum_CLF094579";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Geranium_sanguineum_CLF094579.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Geranium_sanguineum_CLF094579.jpg"
"Geranium molle (Geraniaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 7 1898|1898";"still image";"image/jpeg";"Geranium_molle_CLF094580";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Geranium_molle_CLF094580.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Geranium_molle_CLF094580.jpg"
"Arenaria serpyllifolia (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 6 1897|1897";"still image";"image/jpeg";"Arenaria_serpyllifolia_CLF094581";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Arenaria_serpyllifolia_CLF094581.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Arenaria_serpyllifolia_CLF094581.jpg"
"Arenaria tenuifolia (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"17 6 1899|1899";"still image";"image/jpeg";"Arenaria_tenuifolia_CLF094582";"Bibliothèque Université Clermont Auvergne";"fre";;"Acy-Romance, Ardennes, France";"Domaine public";"Arenaria_tenuifolia_CLF094582.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Arenaria_tenuifolia_CLF094582.jpg"
"Stellaria holostea (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 6 1898|1898";"still image";"image/jpeg";"Stellaria_holostea_CLF094583";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Stellaria_holostea_CLF094583.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Stellaria_holostea_CLF094583.jpg"
"Stellaria media (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 6 1897|1897";"still image";"image/jpeg";"Stellaria_media_CLF094584";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Stellaria_media_CLF094584.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Stellaria_media_CLF094584.jpg"
"Cerastium vulgare (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"23 5 1898|1898";"still image";"image/jpeg";"Cerastium_vulgare_CLF094585";"Bibliothèque Université Clermont Auvergne";"fre";;"Barby, Ardennes, France";"Domaine public";"Cerastium_vulgare_CLF094585.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Cerastium_vulgare_CLF094585.jpg"
"Cerastium glomeratum (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 4 1898|1898";"still image";"image/jpeg";"Cerastium_glomeratum_CLF094586";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Cerastium_glomeratum_CLF094586.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Cerastium_glomeratum_CLF094586.jpg"
"Cerastium arvense (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 5 1898|1898";"still image";"image/jpeg";"Cerastium_arvense_CLF094587";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Cerastium_arvense_CLF094587.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Cerastium_arvense_CLF094587.jpg"
"Malachium aquaticum (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"20 6 1898|1898";"still image";"image/jpeg";"Malachium_aquaticum_CLF094588";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Malachium_aquaticum_CLF094588.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Malachium_aquaticum_CLF094588.jpg"
"Lychnis flos-cuculi (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"8 6 1897|1897";"still image";"image/jpeg";"Lychnis_flos-cuculi_CLF094589";"Bibliothèque Université Clermont Auvergne";"fre";;"L' Échelle, Ardennes, France";"Domaine public";"Lychnis_flos-cuculi_CLF094589.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Lychnis_flos-cuculi_CLF094589.jpg"
"Silene inflata (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"16 6 1897|1897";"still image";"image/jpeg";"Silene_inflata_CLF094590";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Silene_inflata_CLF094590.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Silene_inflata_CLF094590.jpg"
"Silene nutans (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"16 6 1897|1897";"still image";"image/jpeg";"Silene_nutans_CLF094591";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Silene_nutans_CLF094591.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Silene_nutans_CLF094591.jpg"
"Dianthus caryophyllus (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 8 1897|1897";"still image";"image/jpeg";"Dianthus_caryophyllus_CLF094592";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Dianthus_caryophyllus_CLF094592.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Dianthus_caryophyllus_CLF094592.jpg"
"Dianthus caryophyllus (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 8 1897|1897";"still image";"image/jpeg";"Dianthus_caryophyllus_CLF094592";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Dianthus_caryophyllus_CLF094592.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Dianthus_caryophyllus_CLF094592.jpg"
"Saponaria officinalis (Caryophyllaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 7 0|0";"still image";"image/jpeg";"Saponaria_officinalis_CLF094593";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Saponaria_officinalis_CLF094593.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Saponaria_officinalis_CLF094593.jpg"
"Linum tenuifolium (Linaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"17 6 1899|1899";"still image";"image/jpeg";"Linum_tenuifolium_CLF094594";"Bibliothèque Université Clermont Auvergne";"fre";;"Acy-Romance, Ardennes, France";"Domaine public";"Linum_tenuifolium_CLF094594.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Linum_tenuifolium_CLF094594.jpg"
"Linum catharticum (Linaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"6 6 1898|1898";"still image";"image/jpeg";"Linum_catharticum_CLF094595";"Bibliothèque Université Clermont Auvergne";"fre";;"Barby, Ardennes, France";"Domaine public";"Linum_catharticum_CLF094595.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Linum_catharticum_CLF094595.jpg"
"Althaea hirsuta (Malvaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"23 6 1897|1897";"still image";"image/jpeg";"Althaea_hirsuta_CLF094596";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Althaea_hirsuta_CLF094596.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Althaea_hirsuta_CLF094596.jpg"
"Malva sylvestris (Malvaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"12 7 1897|1897";"still image";"image/jpeg";"Malva_sylvestris_CLF094597";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Malva_sylvestris_CLF094597.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Malva_sylvestris_CLF094597.jpg"
"Malva rotundifolia (Malvaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"6 6 1898|1898";"still image";"image/jpeg";"Malva_rotundifolia_CLF094598";"Bibliothèque Université Clermont Auvergne";"fre";;"Barby, Ardennes, France";"Domaine public";"Malva_rotundifolia_CLF094598.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Malva_rotundifolia_CLF094598.jpg"
"Viscum album (Viscaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"7 5 1899|1899";"still image";"image/jpeg";"Viscum_album_CLF094599";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Viscum_album_CLF094599.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Viscum_album_CLF094599.jpg"
"Viburnum opulus (Caprifoliaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"7 6 1899|1899";"still image";"image/jpeg";"Viburnum_opulus_CLF094600";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Viburnum_opulus_CLF094600.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Viburnum_opulus_CLF094600.jpg"
"Viburnum lantana (Caprifoliaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 5 1898|1898";"still image";"image/jpeg";"Viburnum_lantana_CLF094601";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Viburnum_lantana_CLF094601.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Viburnum_lantana_CLF094601.jpg"
"Lonicera periclymenum (Caprifoliaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 8 1897|1897";"still image";"image/jpeg";"Lonicera_periclymenum_CLF094602";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Lonicera_periclymenum_CLF094602.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Lonicera_periclymenum_CLF094602.jpg"
"Cornus sanguinea (Cornaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"20 6 0|0";"still image";"image/jpeg";"Cornus_sanguinea_CLF094603";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Cornus_sanguinea_CLF094603.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Cornus_sanguinea_CLF094603.jpg"
"Pinus maritima (Pinaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 5 1897|1898";"still image";"image/jpeg";"Pinus_maritima_CLF094604";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Pinus_maritima_CLF094604.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Pinus_maritima_CLF094604.jpg"
"Larix europaea (Pinaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 5 1898|1898";"still image";"image/jpeg";"Larix_europaea_CLF094605";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Larix_europaea_CLF094605.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Larix_europaea_CLF094605.jpg"
"Equisetum limosum (Equisetaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"6 6 1899|1899";"still image";"image/jpeg";"Equisetum_limosum_CLF094606";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Equisetum_limosum_CLF094606.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Equisetum_limosum_CLF094606.jpg"
"Equisetum arvense (Equisetaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 4 1898|1898";"still image";"image/jpeg";"Equisetum_arvense_CLF094607";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Equisetum_arvense_CLF094607.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Equisetum_arvense_CLF094607.jpg"
"Asplenium ruta-muraria (Aspleniaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"22 5 1899|1899";"still image";"image/jpeg";"Asplenium_ruta-muraria_CLF094608";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Asplenium_ruta-muraria_CLF094608.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Asplenium_ruta-muraria_CLF094608.jpg"
"Asplenium adiantum-nigrum (Aspleniaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 5 1898|1898";"still image";"image/jpeg";"Asplenium_adiantum-nigrum_CLF094609";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Asplenium_adiantum-nigrum_CLF094609.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Asplenium_adiantum-nigrum_CLF094609.jpg"
"Polypodium vulgare (Polypodiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"26 8 1897|1897";"still image";"image/jpeg";"Polypodium_vulgare_CLF094610";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Polypodium_vulgare_CLF094610.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Polypodium_vulgare_CLF094610.jpg"
"Iris pseudacorus (Iridaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"13 6 1897|1897";"still image";"image/jpeg";"Iris_pseudacorus_CLF094611";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Iris_pseudacorus_CLF094611.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Iris_pseudacorus_CLF094611.jpg"
"Ligustrum vulgare (Oleaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"16 6 1897|1897";"still image";"image/jpeg";"Ligustrum_vulgare_CLF094612";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Ligustrum_vulgare_CLF094612.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Ligustrum_vulgare_CLF094612.jpg"
"Butomus umbellatus (Butomaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 7 1898|1898";"still image";"image/jpeg";"Butomus_umbellatus_CLF094613";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Butomus_umbellatus_CLF094613.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Butomus_umbellatus_CLF094613.jpg"
"Euphorbia verrucosa (Euphorbiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"12 7 1897|1897";"still image";"image/jpeg";"Euphorbia_verrucosa_CLF094614";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Euphorbia_verrucosa_CLF094614.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Euphorbia_verrucosa_CLF094614.jpg"
"Euphorbia helioscopia (Euphorbiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 4 1896|1896";"still image";"image/jpeg";"Euphorbia_helioscopia_CLF094615";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Euphorbia_helioscopia_CLF094615.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Euphorbia_helioscopia_CLF094615.jpg"
"Euphorbia gerardiana (Euphorbiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 7 0|0";"still image";"image/jpeg";"Euphorbia_gerardiana_CLF094616";"Bibliothèque Université Clermont Auvergne";"fre";;"N.C., Ardennes, France";"Domaine public";"Euphorbia_gerardiana_CLF094616.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Euphorbia_gerardiana_CLF094616.jpg"
"Euphorbia sylvatica (Euphorbiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 4 1898|1898";"still image";"image/jpeg";"Euphorbia_sylvatica_CLF094617";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Euphorbia_sylvatica_CLF094617.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Euphorbia_sylvatica_CLF094617.jpg"
"Knautia arvensis (Dipsacaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 7 1898|1898";"still image";"image/jpeg";"Knautia_arvensis_CLF094618";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Knautia_arvensis_CLF094618.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Knautia_arvensis_CLF094618.jpg"
"Scabiosa columbaria (Dipsacaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"6 6 1899|1899";"still image";"image/jpeg";"Scabiosa_columbaria_CLF094619";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Scabiosa_columbaria_CLF094619.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Scabiosa_columbaria_CLF094619.jpg"
"Urtica dioica (Urticaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 7 1898|1898";"still image";"image/jpeg";"Urtica_dioica_CLF094620";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Urtica_dioica_CLF094620.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Urtica_dioica_CLF094620.jpg"
"Verbena officinalis (Verbenaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"13 6 1897|1897";"still image";"image/jpeg";"Verbena_officinalis_CLF094621";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Verbena_officinalis_CLF094621.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Verbena_officinalis_CLF094621.jpg"
"Chenopodium bonus-henricus (Chenopodiaceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 7 1898|1898";"still image";"image/jpeg";"Chenopodium_bonus-henricus_CLF094622";"Bibliothèque Université Clermont Auvergne";"fre";;"Barby, Ardennes, France";"Domaine public";"Chenopodium_bonus-henricus_CLF094622.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Chenopodium_bonus-henricus_CLF094622.jpg"
"Anthemis cotula (Asteraceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"22 5 1899|1899";"still image";"image/jpeg";"Anthemis_cotula_CLF094623";"Bibliothèque Université Clermont Auvergne";"fre";;"Givet, Ardennes, France";"Domaine public";"Anthemis_cotula_CLF094623.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Anthemis_cotula_CLF094623.jpg"
"Carlina vulgaris (Asteraceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 8 1897|1897";"still image";"image/jpeg";"Carlina_vulgaris_CLF094624";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Carlina_vulgaris_CLF094624.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Carlina_vulgaris_CLF094624.jpg"
"Hieracium umbellatum (Asteraceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";" 8 1897|1897";"still image";"image/jpeg";"Hieracium_umbellatum_CLF094625";"Bibliothèque Université Clermont Auvergne";"fre";;"Chooz, Ardennes, France";"Domaine public";"Hieracium_umbellatum_CLF094625.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Hieracium_umbellatum_CLF094625.jpg"
"Centaurea jacea (Asteraceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"16 6 1898|1898";"still image";"image/jpeg";"Centaurea_jacea_CLF094626";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Centaurea_jacea_CLF094626.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Centaurea_jacea_CLF094626.jpg"
"Gnaphalium dioicum (Asteraceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"22 5 1899|1899";"still image";"image/jpeg";"Gnaphalium_dioicum_CLF094627";"Bibliothèque Université Clermont Auvergne";"fre";;"Givet, Ardennes, France";"Domaine public";"Gnaphalium_dioicum_CLF094627.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Gnaphalium_dioicum_CLF094627.jpg"
"Lapsana communis (Asteraceae)";"Hb J. Lambert";"Lambert|Lambert";;;"Herbiers universitaires de Clermont-Ferrand";"12 7 1897|1897";"still image";"image/jpeg";"Lapsana_communis_CLF094628";"Bibliothèque Université Clermont Auvergne";"fre";;"Rethel, Ardennes, France";"Domaine public";"Lapsana_communis_CLF094628.jpg";"http://bibliotheque-virtuelle.clermont-universite.fr/files/fichiers_bcu/Lapsana_communis_CLF094628.jpg"
