"IDENTIFIANT";"TITRE";"EDITEUR";"DATE ";"DESCRIPTION";"CREATEUR";"LANGUE";"TYPE";"FORMAT 1";"Droits";"SOURCE";"URL"
"BCU_Bastaire_Stella_243_C92686_1110897";"Mon lieutenant";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 243 ";"Lecomte Geneviève";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_243_C92686_1110897.pdf"
"BCU_Bastaire_Stella_244_C92687_1110901";"Un chevalier d'aujourd'hui";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 244 ";"Carey Rosa Nouchette";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_244_C92687_1110901.pdf"
"BCU_Bastaire_Stella_246_C92688_1110904";"Lucile et le mariage";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 246";"Alciette Pierre";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_246_C92688_1110904.pdf"
"BCU_Bastaire_Stella_247_C92689_1110911";"Sylvia";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 247";"Vesco Marie Edmée";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_247_C92689_1110911.pdf"
"BCU_Bastaire_Stella_248_C92691_1110913";"La comtesse Edith";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 248 ";"Cys Éric de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_248_C92691_1110913.pdf"
"BCU_Bastaire_Stella_250_C92692_1110917";"La femme d'Alain";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 250 ";"Mouans Anne";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_250_C92692_1110917.pdf"
"BCU_Bastaire_Stella_252_C92693_1110919";"Lyne aux roses";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 252 ";"Cantegrive Anda";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_252_C92693_1110919.pdf"
"BCU_Bastaire_Stella_255_C92694_1110925";"Telle que je suis";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 255 ";"Vérine Camille de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_255_C92694_1110925.pdf"
"BCU_Bastaire_Stella_256_C92695_1110927";"La Jeannette";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 256 ";"Vavasseur-Acher Simonet Alphonsine ";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_256_C92695_1110927.pdf"
"BCU_Bastaire_Stella_257_C92697_1110931";"L'aube sur la montagne";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 257";"Renaudy Claude";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_257_C92697_1110931.pdf"
"BCU_Bastaire_Stella_259_C92698_1110934";"Seule dans la vie";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 259 ";"Hullet Marie-Anne";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_259_C92698_1110934.pdf"
"BCU_Bastaire_Stella_260_C92699_1110940";"Le roman d'un joueur";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 260 ";"Metcalf Edith";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_260_C92699_1110940.pdf"
"BCU_Bastaire_Stella_261_C92700_1110942";"Au-dessus de l'amour";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 261 ";"Dourliac H.-A.";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_261_C92700_1110942.pdf"
"BCU_Bastaire_Stella_262_C92702_1110946";"Perlette";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 262 ";"Loisel Yvonne";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_262_C92702_1110946.pdf"
"BCU_Bastaire_Stella_263_C92704_1110950";"Comme une fleur se fane...";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 263 ";"Paquier Charles";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_263_C92704_1110950.pdf"
"BCU_Bastaire_Stella_266_C92706_1110968";"Dette sacrée";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 266 ";"Mouans Anne";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_266_C92706_1110968.pdf"
"BCU_Bastaire_Stella_267_C92707_1110970";"La malle des îles";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 267";"Grandchamp Jacques";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_267_C92707_1110970.pdf"
"BCU_Bastaire_Stella_268_C92708_1110972";"Le mari d'Emine";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 268";"Fiel Marthe";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_268_C92708_1110972.pdf"
"BCU_Bastaire_Stella_272_C92709_1110981";"Les coeurs nouveaux";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 272";"Héricart Jean";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_272_C92709_1110981.pdf"
"BCU_Bastaire_Stella_273_C92711_1110984";"Les roses d'automne";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 273";"Lecomte Geneviève";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_273_C92711_1110984.pdf"
"BCU_Bastaire_Stella_276_C92712_1110993";"La revanche de Nysette";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 276";"Vertiol Andrée";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_276_C92712_1110993.pdf"
"BCU_Bastaire_Stella_278_C92713_1110995";"Les nouveaux maîtres";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 278";"Vidouze Jean de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_278_C92713_1110995.pdf"
"BCU_Bastaire_Stella_279_C92714_1110997";"La vierge d'ivoire";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 279";"Bouvet Marie-Louise";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_279_C92714_1110997.pdf"
"BCU_Bastaire_Stella_280_C92715_1111004";"""Je ne veux pas aimer !""";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 280";"Dourliac H.-A.";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_280_C92715_1111004.pdf"
"BCU_Bastaire_Stella_281_C92717_1111007";"Plus haut";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 281";"Mouans Anne";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_281_C92717_1111007.pdf"
"BCU_Bastaire_Stella_282_C92719_1111012";"Celui qu'on oublie";"Editions du ""Petit Echo de la Mode""";1931;"Collection Stella ; 282";"Bouvet Marie-Louise";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_282_C92719_1111012.pdf"
"BCU_Bastaire_Stella_284_C92720_1111016";"Belle-mère à tout faire";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 284";"Saxel Pierre de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_284_C92720_1111016.pdf"
"BCU_Bastaire_Stella_285_C92721_1111019";"L'impossible amitié";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 285";"Perroy Marguerite";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_285_C92721_1111019.pdf"
"BCU_Bastaire_Stella_286_C92722_1111023";"La maison de nacre";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 286";"Schaller Elisabeth";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_286_C92722_1111023.pdf"
"BCU_Bastaire_Stella_291_C92723_1111024";"La brèche dans le mur";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 291";"O'Néves";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_291_C92723_1111024.pdf"
"BCU_Bastaire_Stella_292_C92725_1111035";"Un étrange secret";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 292";"Langlois Hélène";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_292_C92725_1111035.pdf"
"BCU_Bastaire_Stella_293_C92726_1111043";"La fuite éperdue";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 293";"Wentworth Patricia";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_293_C92726_1111043.pdf"
"BCU_Bastaire_Stella_294_C92727_1111047";"Le mari de la reine";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 294";"Cys Éric de Alice Muriel";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_294_C92727_1111047.pdf"
"BCU_Bastaire_Stella_300_C92728_1111049";"Etre princesse !";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 300";"Williamson";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_300_C92728_1111049.pdf"
"BCU_Bastaire_Stella_301_C92729_1111055";"Routes incertaines";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 301";"Baudignécourt Adrienne";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_301_C92729_1111055.pdf"
"BCU_Bastaire_Stella_303_C92731_1111056";"Chacun son bonheur";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 303";"Casevitz Thérèse";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_303_C92731_1111056.pdf"
"BCU_Bastaire_Stella_304_C92732_1111057";"Le mystérieux chemin";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 304";"Mauclère Jean";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_304_C92732_1111057.pdf"
"BCU_Bastaire_Stella_307_C92734_1111059";"Soeur Anne...";"Editions du ""Petit Echo de la Mode""";1932;"Collection Stella ; 307";"Saint-Céré";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_307_C92734_1111059.pdf"
"BCU_Bastaire_Stella_308_C92735_1111073";"Le mariage de Nelly";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 308";"Idiers Marcel";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_308_C92735_1111073.pdf"
"BCU_Bastaire_Stella_309_C92736_1111078";"L'énigme";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 309";"Leduic M.-J.";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_309_C92736_1111078.pdf"
"BCU_Bastaire_Stella_310_C92737_1111087";"La conscience de Gilberte";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 310";"Crisenoy Maria de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_310_C92737_1111087.pdf"
"BCU_Bastaire_Stella_311_C92738_1111095";"Et l'amour vint...";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 311";"Jégo Jean";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_311_C92738_1111095.pdf"
"BCU_Bastaire_Stella_313_C92739_1111098";"La fiancée de Ramon";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 313 ";"Doré Manuel";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_313_C92739_1111098.pdf"
"BCU_Bastaire_Stella_314_C92740_1111100";"La buissonnière";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 314";"Mouans Anne";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_314_C92740_1111100.pdf"
"BCU_Bastaire_Stella_316_C92741_1111105";"Pour elle !";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 316 ";"Saxel Pierre de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_316_C92741_1111105.pdf"
"BCU_Bastaire_Stella_318_C92742_1111114";"Princesse de porcelaine";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 318";"Lambry Léon";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_318_C92742_1111114.pdf"
"BCU_Bastaire_Stella_319_C92743_1111120";"Ame de coquette";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 319";"Hungerford Margaret Wolfe";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_319_C92743_1111120.pdf"
"BCU_Bastaire_Stella_322_C92745_1111130";"Coeur affranchi";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 322";"Flowerdew Herbert";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_322_C92745_1111130.pdf"
"BCU_Bastaire_Stella_326_C92747_1111136";"La soeur du bandit";"Editions du ""Petit écho de la Mode""";1933;"Collection Stella ; 326";"Gasztowtt Anne-Marie";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_326_C92747_1111136.pdf"
"BCU_Bastaire_Stella_328_C92748_1111144";"Claire Davril";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 328 ";"Willette Henriette";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_328_C92748_1111144.pdf"
"BCU_Bastaire_Stella_329_C92750_1111145";"L'amoureux de Frida";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 329";"Jégo Jean";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_329_C92750_1111145.pdf"
"BCU_Bastaire_Stella_330_C92751_1111146";"Rose ou La fiancée de province";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 330 ";"Des Gachons Jacques";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_330_C92751_1111146.pdf"
"BCU_Bastaire_Stella_332_C92752_1111149";"Au delà du pardon";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 332 ";"Féli Victor";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_332_C92752_1111149.pdf"
"BCU_Bastaire_Stella_334_C92754_1111156";"Sally et son mari";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 334 ";"Albanesi Maria";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_334_C92754_1111156.pdf"
"BCU_Bastaire_Stella_321_C92744_1111142";"Mammy, moi et les autres";"Editions du ""Petit Echo de la Mode""";1933;"Collection Stella ; 321 ";"Brémaud Yvonne";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_321_C92744_1111142.pdf"
"BCU_Bastaire_Stella_335_C92755_1111298";"Les fiançailles de Rosette";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 335";"Myre José";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_335_C92755_1111298.pdf"
"BCU_Bastaire_Stella_337_C92757_1111303";"Gisèle exilée";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 337 ";"Mouans Anne";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_337_C92757_1111303.pdf"
"BCU_Bastaire_Stella_339_C92758_1111305";"Coeur de danoise";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 339 ";"Chantal F. de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_339_C92758_1111305.pdf"
"BCU_Bastaire_Stella_340_C92760_1111308";"La fiancée infidèle";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 340 ";"Baillehache";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_340_C92760_1111308.pdf"
"BCU_Bastaire_Stella_341_C92762_1111311";"Le mauvais pas";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 341 ";"Des Gachons Jacques";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_341_C92762_1111311.pdf"
"BCU_Bastaire_Stella_342_C92763_1111317";"Véritable amour";"Editions du ""Petit Echo de la Mode""";1930;"Collection Stella ; 342";"Chataignier J.";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_342_C92763_1111317.pdf"
"BCU_Bastaire_Stella_344_C92764_1111321";"Le manoir de la reine";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 344 ";"Williamson Alice Muriel";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_344_C92764_1111321.pdf"
"BCU_Bastaire_Stella_347_C92765_1111325";"Sourire d'automne";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 347 ";"Dourliac H.-A.";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_347_C92765_1111325.pdf"
"BCU_Bastaire_Stella_348_C92766_1111328";"La maison de Joëlle";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 348";"Grandchamp Jacques";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_348_C92766_1111328.pdf"
"BCU_Bastaire_Stella_350_C92767_1111331";"Vers l'avenir";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 350";"Moret Jeannette";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_350_C92767_1111331.pdf"
"BCU_Bastaire_Stella_351_C92770_1111335";"L'une et ... les autres";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 351 ";"Guérin Lita";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_351_C92770_1111335.pdf"
"BCU_Bastaire_Stella_352_C92772_1111337";"Le fanal dans la nuit";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 352 ";"Temple Bailey Irène";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_352_C92772_1111337.pdf"
"BCU_Bastaire_Stella_353_C92773_1111339";"Sous l'aiguillon !";"Editions du ""Petit Echo de la Mode""";1934;"Collection Stella ; 353 ";"Crisenoy Maria de";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_353_C92773_1111339.pdf"
"BCU_Bastaire_Stella_356_C92775_1111342";"La victorieuse";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 356 ";"Aulès Marc";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_356_C92775_1111342.pdf"
"BCU_Bastaire_Stella_357_C92777_1111344";"Le chemin sans fleurs";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 357 ";"Belloni Silva";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_357_C92777_1111344.pdf"
"BCU_Bastaire_Stella_358_C92781_1111345";"Tête folle, coeur profond";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 358 ";"Korab P.";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_358_C92781_1111345.pdf"
"BCU_Bastaire_Stella_359_C92782_1111347";"Après la tourmente";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 359 ";"Puliga Henriette de Quigini";"fre";"text";"application/pdf";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_359_C92782_1111347.pdf"
"BCU_Bastaire_Stella_360_C92783_1111349";"Sa part de bonheur";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 360 ";"Hay Ian";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_360_C92783_1111349.pdf"
"BCU_Bastaire_Stella_361_C92785_1111352";"Pour la vie";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 361 ";"Mouans Anne";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_361_C92785_1111352.pdf"
"BCU_Bastaire_Stella_362_C92787_1111353";"Trop loin de moi";"Editions du ""Petit Echo de la Mode""";1935;"Collection Stella ; 362 ";"Gariel Marie";"fre";"text";"application/pdf";"Pas d’utilisation commerciale";"Bibliothèque Université Clermont Auvergne";"http://192.168.120.240/ged/files/fichiers_bcu/BCU_Bastaire_Stella_362_C92787_1111353.pdf"
