"titre";"créateur";"contributeur";"sujet";"description";"editeur";"Date ";"Type ";"format";"preparation identifiant";"identifiant";"Source";"langue";"Relation";"couverture";"droits";"Préparation url "
"cyperus longus  ()";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_cyperus_longus_MAB02115";"_cyperus_longus_MAB02115";"Bibliothèque Université Clermont Auvergne";"fre";;"probablement Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_cyperus_longus_MAB02115.jpg"
"scirpus maritimus  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_scirpus_maritimus_MAB02116";"_scirpus_maritimus_MAB02116";"Bibliothèque Université Clermont Auvergne";"fre";;"probablement Provence";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_scirpus_maritimus_MAB02116.jpg"
"juncus tenageya  ()";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_juncus_tenageya_MAB02117";"_juncus_tenageya_MAB02117";"Bibliothèque Université Clermont Auvergne";"fre";;"probablement Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_juncus_tenageya_MAB02117.jpg"
"carex glauca  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_carex_glauca_MAB02118";"_carex_glauca_MAB02118";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_carex_glauca_MAB02118.jpg"
"carex hordeistichos  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_carex_hordeistichos_MAB02119";"_carex_hordeistichos_MAB02119";"Bibliothèque Université Clermont Auvergne";"fre";;"Riom";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_carex_hordeistichos_MAB02119.jpg"
"juncus acutiflorus  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_juncus_acutiflorus_MAB02120";"_juncus_acutiflorus_MAB02120";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_juncus_acutiflorus_MAB02120.jpg"
"juncus filiformis  ()";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_juncus_filiformis_MAB03218";"_juncus_filiformis_MAB03218";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_juncus_filiformis_MAB03218.jpg"
"juncus gerardi  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_juncus_gerardi_MAB02121";"_juncus_gerardi_MAB02121";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_juncus_gerardi_MAB02121.jpg"
"carex clandestina  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_carex_clandestina_MAB02122";"_carex_clandestina_MAB02122";"Bibliothèque Université Clermont Auvergne";"fre";;"Fontainebleau";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_carex_clandestina_MAB02122.jpg"
"allium roseum  (Liliacées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Liliacées_allium_roseum_MAB02123";"Liliacees_allium_roseum_MAB02123";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Liliacees_allium_roseum_MAB02123.jpg"
"allium victoriale  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_allium_victoriale_MAB02124";"_allium_victoriale_MAB02124";"Bibliothèque Université Clermont Auvergne";"fre";;"Laschauft (?), Auvergne";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_allium_victoriale_MAB02124.jpg"
"ornithogalum narboneuse  (Liliacées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Liliacées_ornithogalum_narboneuse_MAB02125";"Liliacees_ornithogalum_narboneuse_MAB02125";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Liliacees_ornithogalum_narboneuse_MAB02125.jpg"
"phalangium liliago  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_phalangium_liliago_MAB02126";"_phalangium_liliago_MAB02126";"Bibliothèque Université Clermont Auvergne";"fre";;"Royat";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_phalangium_liliago_MAB02126.jpg"
"draba muralis  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_draba_muralis_MAB02128";"_draba_muralis_MAB02128";"Bibliothèque Université Clermont Auvergne";"fre";;"Clermont-Ferrand";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_draba_muralis_MAB02128.jpg"
"salicornia fruticosa  (Salsolacées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Salsolacées_salicornia_fruticosa_MAB02127";"Salsolacees_salicornia_fruticosa_MAB02127";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Salsolacees_salicornia_fruticosa_MAB02127.jpg"
"muehlenbeckia complexa  (Polygonées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Polygonées_muehlenbeckia_complexa_MAB02197";"Polygonees_muehlenbeckia_complexa_MAB02197";"Bibliothèque Université Clermont Auvergne";"fre";;"Inde";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Polygonees_muehlenbeckia_complexa_MAB02197.jpg"
"polygonum aviculare  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_polygonum_aviculare_MAB02196";"_polygonum_aviculare_MAB02196";"Bibliothèque Université Clermont Auvergne";"fre";;"Nîmes";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_polygonum_aviculare_MAB02196.jpg"
"polygonum bistorta  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_polygonum_bistorta_MAB02198";"_polygonum_bistorta_MAB02198";"Bibliothèque Université Clermont Auvergne";"fre";;"tout le nord du Gard";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_polygonum_bistorta_MAB02198.jpg"
"rumex bucephaloforus  ()";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_rumex_bucephaloforus_MAB02199";"_rumex_bucephaloforus_MAB02199";"Bibliothèque Université Clermont Auvergne";"fre";;"Aigues-Mortes";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_rumex_bucephaloforus_MAB02199.jpg"
"silene gallica  (Cariophylées nanthées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Cariophylées_nanthées_silene_gallica_MAB02200";"Cariophylees_nanthees_silene_gallica_MAB02200";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cariophylees_nanthees_silene_gallica_MAB02200.jpg"
"saponaria ocymoïdes  (Cariophylées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Cariophylées_saponaria_ocymoïdes_MAB02201";"Cariophylees_saponaria_ocymoïdes_MAB02201";"Bibliothèque Université Clermont Auvergne";"fre";;"Provence, Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cariophylees_saponaria_ocymoïdes_MAB02201.jpg"
"lychnis coronaria  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"mai 1862";"still image";"image/jpeg";"_lychnis_coronaria_MAB02202";"_lychnis_coronaria_MAB02202";"Bibliothèque Université Clermont Auvergne";"fre";;"vers le puits, Nohant";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_lychnis_coronaria_MAB02202.jpg"
"cyptophila dichotonia  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_cyptophila_dichotonia_MAB02203";"_cyptophila_dichotonia_MAB02203";"Bibliothèque Université Clermont Auvergne";"fre";;"Dalmatie";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_cyptophila_dichotonia_MAB02203.jpg"
"scirpus setaceus  ()";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_scirpus_setaceus_MAB02204";"_scirpus_setaceus_MAB02204";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_scirpus_setaceus_MAB02204.jpg"
"scirpus supinus  ()";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_scirpus_supinus_MAB02205";"_scirpus_supinus_MAB02205";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_scirpus_supinus_MAB02205.jpg"
"aphyllanthes montpeliensis  (Aphyllanthécées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"mai 1861";"still image";"image/jpeg";"Aphyllanthécées_aphyllanthes_montpeliensis_MAB02206";"Aphyllanthecees_aphyllanthes_montpeliensis_MAB02206";"Bibliothèque Université Clermont Auvergne";"fre";;"Le Revest (?), Toulon, Saint-Pierre des Morts";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Aphyllanthecees_aphyllanthes_montpeliensis_MAB02206.jpg"
"cyperus flavescens  ()";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_cyperus_flavescens_MAB02207";"_cyperus_flavescens_MAB02207";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_cyperus_flavescens_MAB02207.jpg"
"carex riparia  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_carex_riparia_MAB02208";"_carex_riparia_MAB02208";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_carex_riparia_MAB02208.jpg"
"carex wildenowi  ()";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_carex_wildenowi_MAB02209";"_carex_wildenowi_MAB02209";"Bibliothèque Université Clermont Auvergne";"fre";;"Amérique";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_carex_wildenowi_MAB02209.jpg"
"alyssum saxatile  (Crucifères)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Crucifères_alyssum_saxatile_MAB02210";"Crucifères_alyssum_saxatile_MAB02210";"Bibliothèque Université Clermont Auvergne";"fre";;"Méditerranée, Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Crucifères_alyssum_saxatile_MAB02210.jpg"
"meconopsis canibrica  ()";"Migout";"Rodde";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_meconopsis_canibrica_MAB02211";"_meconopsis_canibrica_MAB02211";"Bibliothèque Université Clermont Auvergne";"fre";;"Marsenat, Cantal";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_meconopsis_canibrica_MAB02211.jpg"
"humulus lupulus  (Orticées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Orticées_humulus_lupulus_MAB02212";"Orticees_humulus_lupulus_MAB02212";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Orticees_humulus_lupulus_MAB02212.jpg"
"quercus coccifera  (Quereinées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Quereinées_quercus_coccifera_MAB02213";"Quereinees_quercus_coccifera_MAB02213";"Bibliothèque Université Clermont Auvergne";"fre";;0;"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Quereinees_quercus_coccifera_MAB02213.jpg"
"rumex thyrsoideus  ()";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_rumex_thyrsoideus_MAB02214";"_rumex_thyrsoideus_MAB02214";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_rumex_thyrsoideus_MAB02214.jpg"
"osyris alba  (Eléagnées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Eléagnées_osyris_alba_MAB02215";"Eleagnees_osyris_alba_MAB02215";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Eleagnees_osyris_alba_MAB02215.jpg"
"thesium divaricatum  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_thesium_divaricatum_MAB02216";"_thesium_divaricatum_MAB02216";"Bibliothèque Université Clermont Auvergne";"fre";;0;"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_thesium_divaricatum_MAB02216.jpg"
"thesium humifusum  (Santalacées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Santalacées_thesium_humifusum_MAB02218";"Santalacees_thesium_humifusum_MAB02218";"Bibliothèque Université Clermont Auvergne";"fre";;"Provence, Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Santalacees_thesium_humifusum_MAB02218.jpg"
"passerina annua  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_passerina_annua_MAB02217";"_passerina_annua_MAB02217";"Bibliothèque Université Clermont Auvergne";"fre";;"probablement Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_passerina_annua_MAB02217.jpg"
"passerina thymelea  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_passerina_thymelea_MAB02219";"_passerina_thymelea_MAB02219";"Bibliothèque Université Clermont Auvergne";"fre";;"Nîmes";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_passerina_thymelea_MAB02219.jpg"
"aristolochia clematitis  ()";"Migout";"George Sand";;;"Herbiers universitaires de Clermont-Ferrand";"mai 1862";"still image";"image/jpeg";"_aristolochia_clematitis_MAB02220";"_aristolochia_clematitis_MAB02220";"Bibliothèque Université Clermont Auvergne";"fre";;"ruines et thumulus de Presle, Nohant, Indre";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_aristolochia_clematitis_MAB02220.jpg"
"aristolochia clematitis  ()";"Migout";"George Sand";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_aristolochia_clematitis_MAB02221";"_aristolochia_clematitis_MAB02221";"Bibliothèque Université Clermont Auvergne";"fre";;"thumulus de Presles, près des ruines de la ville, détruite par les huguenots, après un petit pont en bois jeté sur l'Indre";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_aristolochia_clematitis_MAB02221.jpg"
"aristolochia pistolochia  ()";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_aristolochia_pistolochia_MAB02222";"_aristolochia_pistolochia_MAB02222";"Bibliothèque Université Clermont Auvergne";"fre";;"Nîmes";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_aristolochia_pistolochia_MAB02222.jpg"
"farsetia clypeata  ()";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";1891;"still image";"image/jpeg";"_farsetia_clypeata_MAB02223";"_farsetia_clypeata_MAB02223";"Bibliothèque Université Clermont Auvergne";"fre";;"mon jardin, graines de Saint-Amand";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_farsetia_clypeata_MAB02223.jpg"
"farsetia clypeata  ()";"Migout";"Migout";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_farsetia_clypeata_MAB02224";"_farsetia_clypeata_MAB02224";"Bibliothèque Université Clermont Auvergne";"fre";;"graines de Saint-Amand, venu dans mon jardin";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_farsetia_clypeata_MAB02224.jpg"
"nasturtium pyrenaïeum  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"mai 1862";"still image";"image/jpeg";"_nasturtium_pyrenaïeum_MAB02225";"_nasturtium_pyrenaïeum_MAB02225";"Bibliothèque Université Clermont Auvergne";"fre";;"côte Perdrix, environs de Nohant, Indre";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_nasturtium_pyrenaïeum_MAB02225.jpg"
"lepidium/cochleara draba  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_lepidium/cochleara_draba_MAB02226";"_lepidium/cochleara_draba_MAB02226";"Bibliothèque Université Clermont Auvergne";"fre";;"Italie";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_lepidium/cochleara_draba_MAB02226.jpg"
"adonis autumnalis  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"mai 1862";"still image";"image/jpeg";"_adonis_autumnalis_MAB02227";"_adonis_autumnalis_MAB02227";"Bibliothèque Université Clermont Auvergne";"fre";;"champ de La Châtre";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_adonis_autumnalis_MAB02227.jpg"
"cardamine impatiens  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"mai 1862";"still image";"image/jpeg";"_cardamine_impatiens_MAB02228";"_cardamine_impatiens_MAB02228";"Bibliothèque Université Clermont Auvergne";"fre";;"Indre, bords, Nohant";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_cardamine_impatiens_MAB02228.jpg"
"biscutella loevigata  (Crucifères)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Crucifères_biscutella_loevigata_MAB02229";"Crucifères_biscutella_loevigata_MAB02229";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Crucifères_biscutella_loevigata_MAB02229.jpg"
"arabis sagittata  (Crucifères)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Crucifères_arabis_sagittata_MAB03220";"Crucifères_arabis_sagittata_MAB03220";"Bibliothèque Université Clermont Auvergne";"fre";;"Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Crucifères_arabis_sagittata_MAB03220.jpg"
"arabis hirsuta  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"_arabis_hirsuta_MAB02230";"_arabis_hirsuta_MAB02230";"Bibliothèque Université Clermont Auvergne";"fre";;"Puy de Croicille, Puy-de-Dôme";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_arabis_hirsuta_MAB02230.jpg"
"polygalo gandiflora  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"mai 1862";"still image";"image/jpeg";"_polygalo_gandiflora_MAB02231";"_polygalo_gandiflora_MAB02231";"Bibliothèque Université Clermont Auvergne";"fre";;"serre du Coudray, Nohant";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_polygalo_gandiflora_MAB02231.jpg"
"reseda lutea  ()";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";"mai 1862";"still image";"image/jpeg";"_reseda_lutea_MAB02232";"_reseda_lutea_MAB02232";"Bibliothèque Université Clermont Auvergne";"fre";;"carrière d'Ars, Indre";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/_reseda_lutea_MAB02232.jpg"
"helianthemum thymifolium  (Cistées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Cistées_helianthemum_thymifolium_MAB02233";"Cistees_helianthemum_thymifolium_MAB02233";"Bibliothèque Université Clermont Auvergne";"fre";;"Provence, Midi";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistees_helianthemum_thymifolium_MAB02233.jpg"
"helianthemum italicum  (Cistinées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Cistinées_helianthemum_italicum_MAB03221";"Cistinees_helianthemum_italicum_MAB03221";"Bibliothèque Université Clermont Auvergne";"fre";;"Provence";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistinees_helianthemum_italicum_MAB03221.jpg"
"cistus salvioefolius  (Cistinées)";"Migout";"Feningre";;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Cistinées_cistus_salvioefolius_MAB02234";"Cistinees_cistus_salvioefolius_MAB02234";"Bibliothèque Université Clermont Auvergne";"fre";;"probablement Provence";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistinees_cistus_salvioefolius_MAB02234.jpg"
"cistus montpeliensis  (Cistinées)";"Migout";0;;;"Herbiers universitaires de Clermont-Ferrand";0;"still image";"image/jpeg";"Cistinées_cistus_montpeliensis_MAB02235";"Cistinees_cistus_montpeliensis_MAB02235";"Bibliothèque Université Clermont Auvergne";"fre";;"probablement Provence";"Domaine public";"http://bibliotheque-virtuelle.bu.uca.fr/files/fichiers_bcu/Cistinees_cistus_montpeliensis_MAB02235.jpg"
