"IDENTIFIANT";"TITRE";"CREATEUR1";"CREATEUR2";"EDITEUR";"DATE";"SUJET1";"SUJET2";"DESCRIPTION";"TYPE";"FORMAT1";"FORMAT2";"FORMAT3";"LANGUE";"DROITS";"SOURCE";"URL"
"BUCA_Le_Beranger_des_famille";"Le Béranger des familles";"Béranger, Pierre-Jean de (1780-1857) ";"Lemud, François-Joseph-Aimé de (1817-1887) ";"Perrotin (Paris)";1859;"Chansons françaises – Textes‎ -- France ";"Musique populaire – Textes‎ -- France ";"Orné d'une gravure d'après A. de Lemud ";"text";"XII-312 p. ";"19 cm";"application/pdf";"fre";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.129.239/files/fichiers_bcu/BUCA_Le_Béranger_des_famille.pde"
