"IDENTIFIANT2";"TITRE";"CREATEUR";"CREATEUR2";"CREATEUR3";"CREATEUR4";"CREATEUR5";"EDITEUR";"EDITEUR2";"DATE";"FORMAT";"FORMAT2";"FORMAT3";"DESCRIPTION";"DESCRIPTION2";"DESCRIPTION3";"TYPE";"LANGUE";"DROITS";"SOURCE";"URL"
"BUCA_caesaris_Commentarii_novis_emendationibu";"C. Julii Cæsaris Commentarii, novis emendationibus illustrati. Ejusdem librorum qui desiderantur fragmenta. Ex bibliotheca Fulvi Ursini Romani.";"César, Jules (0100-0044 av. J.-C.)";"Marliani, Raimondo (14..-15..)";"Hirtius, Aulus (0090-0043 av. J.-C.)";"Bruto, Giovanni Michele (1515-1594)";"Orsini, Fulvio (1529-1600)‎";"Plantin, Christophe (1520?-1589)";"(Anvers)";1570;"[24]-[2] p. de pl.-79-499 p.‎";"in-8";"application/pdf";"Sig. *8, [croix latine]4, A-E8, A-Z8, a-k8";"Épître dédicatoire de Fulvio Orsini au cardinal Alessandro Farnese datée de 1569. Epître de Paul Manuce. Marque au titre, vignettes de Giovanni Giocondo, cartes dépliables de la péninsule ibérique et de la Gaule.";"Reliure avec trace de lacets. Ex-libris manuscrit au contreplat et sur la page de titre  « Emmanuel Ferdinandi » et l’année 1882. Ex-libris manuscrit sur la page de titre « Mathia Holland » et l’année 1697. Cote 36378 notée manuellement au contreplat et sur la page de titre (biffée sur la page de titre). Cote imprimée 56501 sur la page de titre. Estampille Bibliothèque universitaire de Clermont-Ferrand sur la page de titre, page 99 et au colophon. Page 197 numérotée à tort 167";"text";"lat";"Domaine public";"Bibliothèque Université Clermont Auvergne";"http://192.168.129.239/files/fichiers_bcu/BUCA_Caesaris_Commentarii_novis_emendationibu.pdf"
